filename,locus_tag,product,Prediction
225937.3,MLBPJMHG_00711,hypothetical protein,OTHER
225937.3,MLBPJMHG_00712,hypothetical protein,OTHER
225937.3,MLBPJMHG_00713,hypothetical protein,OTHER
225937.3,MLBPJMHG_00714,hypothetical protein,OTHER
225937.3,MLBPJMHG_00715,hypothetical protein,OTHER
225937.3,MLBPJMHG_00716,hypothetical protein,OTHER
225937.3,MLBPJMHG_00717,Tyrosine recombinase XerC,OTHER
225937.3,MLBPJMHG_00719,Ribosome-binding ATPase YchF,OTHER
225937.3,MLBPJMHG_00720,Peptidyl-tRNA hydrolase,OTHER
225937.3,MLBPJMHG_00721,50S ribosomal protein L25,OTHER
225937.3,MLBPJMHG_00723,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,OTHER
225937.3,MLBPJMHG_00724,Outer-membrane lipoprotein LolB,LIPO
225937.3,MLBPJMHG_00725,Beta-barrel assembly-enhancing protease,LIPO
225937.3,MLBPJMHG_00726,Glutamyl-tRNA reductase,OTHER
225937.3,MLBPJMHG_00727,Peptide chain release factor RF1,OTHER
225937.3,MLBPJMHG_00728,Release factor glutamine methyltransferase,OTHER
225937.3,MLBPJMHG_00729,Molybdopterin-synthase adenylyltransferase,OTHER
225937.3,MLBPJMHG_00730,Deoxyribodipyrimidine photo-lyase,OTHER
225937.3,MLBPJMHG_00731,hypothetical protein,OTHER
225937.3,MLBPJMHG_00732,Small-conductance mechanosensitive channel,OTHER
225937.3,MLBPJMHG_00733,hypothetical protein,OTHER
225937.3,MLBPJMHG_00734,Ribosomal protein S6--L-glutamate ligase,OTHER
225937.3,MLBPJMHG_00735,hypothetical protein,OTHER
225937.3,MLBPJMHG_00736,hypothetical protein,OTHER
225937.3,MLBPJMHG_00737,hypothetical protein,SP
225937.3,MLBPJMHG_00738,hypothetical protein,OTHER
225937.3,MLBPJMHG_00739,C4-dicarboxylate transport sensor protein DctB,OTHER
225937.3,MLBPJMHG_00740,C4-dicarboxylate transport transcriptional regulatory protein DctD,OTHER
225937.3,MLBPJMHG_00741,Methyl-accepting chemotaxis protein McpP,OTHER
225937.3,MLBPJMHG_00742,hypothetical protein,OTHER
225937.3,MLBPJMHG_00743,hypothetical protein,OTHER
225937.3,MLBPJMHG_00744,hypothetical protein,SP
225937.3,MLBPJMHG_00745,hypothetical protein,OTHER
225937.3,MLBPJMHG_00746,Cell division topological specificity factor,OTHER
225937.3,MLBPJMHG_00747,Septum site-determining protein MinD,OTHER
225937.3,MLBPJMHG_00748,Septum site-determining protein MinC,OTHER
225937.3,MLBPJMHG_00749,hypothetical protein,OTHER
225937.3,MLBPJMHG_00750,hypothetical protein,OTHER
225937.3,MLBPJMHG_00751,DNA polymerase IV,OTHER
225937.3,MLBPJMHG_00752,hypothetical protein,OTHER
225937.3,MLBPJMHG_00753,GDP-mannose-dependent alpha-mannosyltransferase,OTHER
225937.3,MLBPJMHG_00754,Protein tas,OTHER
225937.3,MLBPJMHG_00755,hypothetical protein,SP
225937.3,MLBPJMHG_00756,butyrate_acetyl-CoA coenzyme A-transferase,OTHER
225937.3,MLBPJMHG_00757,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD,OTHER
225937.3,MLBPJMHG_00758,hypothetical protein,OTHER
225937.3,MLBPJMHG_00759,hypothetical protein,OTHER
225937.3,MLBPJMHG_00760,Transcriptional regulatory protein RstA,OTHER
225937.3,MLBPJMHG_00761,Adaptive-response sensory-kinase SasA,OTHER
225937.3,MLBPJMHG_00762,Glycerol kinase,OTHER
225937.3,MLBPJMHG_00763,Fe_3__ ions import ATP-binding protein FbpC,OTHER
225937.3,MLBPJMHG_00764,"Ornithine carbamoyltransferase, anabolic",OTHER
225937.3,MLBPJMHG_00765,Glutaredoxin 4,OTHER
225937.3,MLBPJMHG_00766,hypothetical protein,OTHER
225937.3,MLBPJMHG_00767,hypothetical protein,OTHER
225937.3,MLBPJMHG_00768,Inner membrane protein YohC,OTHER
225937.3,MLBPJMHG_00769,hypothetical protein,OTHER
225937.3,MLBPJMHG_00770,Inner membrane protein YpjD,OTHER
225937.3,MLBPJMHG_00771,Signal recognition particle protein,OTHER
225937.3,MLBPJMHG_00772,30S ribosomal protein S16,OTHER
225937.3,MLBPJMHG_00773,Ribosome maturation factor RimM,OTHER
225937.3,MLBPJMHG_00774,tRNA _guanine-N_1_-_-methyltransferase,OTHER
225937.3,MLBPJMHG_00775,50S ribosomal protein L19,OTHER
225937.3,MLBPJMHG_00776,Tyrosine recombinase XerD,OTHER
225937.3,MLBPJMHG_00777,Thiol_disulfide interchange protein DsbC,SP
225937.3,MLBPJMHG_00778,Homoserine dehydrogenase,OTHER
225937.3,MLBPJMHG_00779,Threonine synthase,OTHER
225937.3,MLBPJMHG_00780,Single-stranded-DNA-specific exonuclease RecJ,OTHER
225937.3,MLBPJMHG_00781,Peptide chain release factor RF2,OTHER
225937.3,MLBPJMHG_00782,Lysine--tRNA ligase,OTHER
225937.3,MLBPJMHG_00783,Uracil-DNA glycosylase,OTHER
225937.3,MLBPJMHG_00784,hypothetical protein,OTHER
225937.3,MLBPJMHG_00785,tRNA-modifying protein YgfZ,OTHER
225937.3,MLBPJMHG_00786,hypothetical protein,OTHER
225937.3,MLBPJMHG_00787,hypothetical protein,OTHER
225937.3,MLBPJMHG_00788,L-aspartate oxidase,OTHER
225937.3,MLBPJMHG_00789,RNA polymerase sigma-H factor,OTHER
225937.3,MLBPJMHG_00790,hypothetical protein,OTHER
225937.3,MLBPJMHG_00791,Sigma factor AlgU regulatory protein MucB,SP
225937.3,MLBPJMHG_00792,Protein RseC,OTHER
225937.3,MLBPJMHG_00793,Periplasmic serine endoprotease DegP,SP
225937.3,MLBPJMHG_00794,hypothetical protein,OTHER
225937.3,MLBPJMHG_00795,Elongation factor 4,OTHER
225937.3,MLBPJMHG_00796,Signal peptidase I,OTHER
225937.3,MLBPJMHG_00797,hypothetical protein,OTHER
225937.3,MLBPJMHG_00798,Ribonuclease 3,OTHER
225937.3,MLBPJMHG_00799,GTPase Era,OTHER
225937.3,MLBPJMHG_00800,DNA repair protein RecO,OTHER
225937.3,MLBPJMHG_00801,Pyridoxine 5_-phosphate synthase,OTHER
225937.3,MLBPJMHG_00802,Signal transduction histidine-protein kinase BarA,OTHER
225937.3,MLBPJMHG_00803,Cysteine synthase B,OTHER
225937.3,MLBPJMHG_00804,23S rRNA _uracil_1939_-C_5__-methyltransferase RlmD,OTHER
225937.3,MLBPJMHG_00805,GTP pyrophosphokinase,OTHER
225937.3,MLBPJMHG_00806,Nucleoside triphosphate pyrophosphohydrolase,OTHER
225937.3,MLBPJMHG_00807,hypothetical protein,OTHER
225937.3,MLBPJMHG_00808,hypothetical protein,OTHER
225937.3,MLBPJMHG_00809,Phosphoenolpyruvate carboxylase,OTHER
225937.3,MLBPJMHG_00810,hypothetical protein,OTHER
225937.3,MLBPJMHG_00811,Adenylate kinase,OTHER
225937.3,MLBPJMHG_00812,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,OTHER
225937.3,MLBPJMHG_00813,hypothetical protein,OTHER
225937.3,MLBPJMHG_00814,Ribosomal RNA small subunit methyltransferase J,OTHER
225937.3,MLBPJMHG_00815,Glycerol-3-phosphate acyltransferase,OTHER
225937.3,MLBPJMHG_00816,NADH pyrophosphatase,OTHER
225937.3,MLBPJMHG_00817,Glutamate racemase,OTHER
225937.3,MLBPJMHG_00818,hypothetical protein,OTHER
225937.3,MLBPJMHG_00819,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",OTHER
225937.3,MLBPJMHG_00820,Regulator of RpoS,OTHER
225937.3,MLBPJMHG_00821,Adaptive-response sensory-kinase SasA,OTHER
225937.3,MLBPJMHG_00822,hypothetical protein,OTHER
225937.3,MLBPJMHG_00823,hypothetical protein,OTHER
225937.3,MLBPJMHG_00824,Acetyl-coenzyme A synthetase,OTHER
225937.3,MLBPJMHG_00825,Transcriptional regulatory protein DegU,OTHER
225937.3,MLBPJMHG_00826,Glyoxylate_hydroxypyruvate reductase A,OTHER
225937.3,MLBPJMHG_00827,Aspartate aminotransferase,OTHER
225937.3,MLBPJMHG_00828,hypothetical protein,OTHER
225937.3,MLBPJMHG_00829,hypothetical protein,LIPO
225937.3,MLBPJMHG_00830,Tartrate dehydrogenase_decarboxylase,OTHER
225937.3,MLBPJMHG_00831,Blue light- and temperature-regulated antirepressor BluF,OTHER
225937.3,MLBPJMHG_00832,hypothetical protein,OTHER
225937.3,MLBPJMHG_00833,PCP degradation transcriptional activation protein,OTHER
225937.3,MLBPJMHG_00834,_R_-benzylsuccinyl-CoA dehydrogenase,OTHER
225937.3,MLBPJMHG_00835,3-phenylpropionate-dihydrodiol_cinnamic acid-dihydrodiol dehydrogenase,OTHER
225937.3,MLBPJMHG_00836,hypothetical protein,OTHER
225937.3,MLBPJMHG_00837,hypothetical protein,OTHER
225937.3,MLBPJMHG_00838,3-oxoacyl-_acyl-carrier-protein_ reductase FabG,OTHER
225937.3,MLBPJMHG_00839,hypothetical protein,LIPO
225937.3,MLBPJMHG_00840,hypothetical protein,OTHER
225937.3,MLBPJMHG_00841,hypothetical protein,LIPO
225937.3,MLBPJMHG_00842,hypothetical protein,SP
225937.3,MLBPJMHG_00843,hypothetical protein,OTHER
225937.3,MLBPJMHG_00844,hypothetical protein,OTHER
225937.3,MLBPJMHG_00845,hypothetical protein,TAT
225937.3,MLBPJMHG_00846,hypothetical protein,OTHER
225937.3,MLBPJMHG_00847,"2,5-diketo-D-gluconic acid reductase B",OTHER
225937.3,MLBPJMHG_00848,hypothetical protein,OTHER
225937.3,MLBPJMHG_00849,Aldose sugar dehydrogenase YliI,SP
225937.3,MLBPJMHG_00850,hypothetical protein,OTHER
225937.3,MLBPJMHG_00851,hypothetical protein,OTHER
225937.3,MLBPJMHG_00852,Iron_3__-hydroxamate import system permease protein FhuB,OTHER
225937.3,MLBPJMHG_00853,Iron_3__-hydroxamate-binding protein FhuD,SP
225937.3,MLBPJMHG_00854,Iron_3__-hydroxamate import ATP-binding protein FhuC,OTHER
225937.3,MLBPJMHG_00855,Putative multidrug export ATP-binding_permease protein,OTHER
225937.3,MLBPJMHG_00856,hypothetical protein,OTHER
225937.3,MLBPJMHG_00857,hypothetical protein,SP
225937.3,MLBPJMHG_00858,hypothetical protein,OTHER
225937.3,MLBPJMHG_00859,hypothetical protein,OTHER
225937.3,MLBPJMHG_00860,hypothetical protein,OTHER
225937.3,MLBPJMHG_00861,hypothetical protein,SP
225937.3,MLBPJMHG_00862,hypothetical protein,OTHER
225937.3,MLBPJMHG_00863,Protein MtfA,OTHER
225937.3,MLBPJMHG_00864,hypothetical protein,OTHER
225937.3,MLBPJMHG_00865,hypothetical protein,OTHER
225937.3,MLBPJMHG_00866,hypothetical protein,OTHER
225937.3,MLBPJMHG_00867,hypothetical protein,OTHER
225937.3,MLBPJMHG_00868,hypothetical protein,OTHER
225937.3,MLBPJMHG_00869,hypothetical protein,OTHER
225937.3,MLBPJMHG_00870,hypothetical protein,OTHER
225937.3,MLBPJMHG_00871,hypothetical protein,OTHER
225937.3,MLBPJMHG_00872,hypothetical protein,OTHER
225937.3,MLBPJMHG_00873,Aspartate aminotransferase,OTHER
225937.3,MLBPJMHG_00874,hypothetical protein,OTHER
225937.3,MLBPJMHG_00875,DNA-binding transcriptional activator DecR,OTHER
225937.3,MLBPJMHG_00876,Cold shock-like protein CspE,OTHER
225937.3,MLBPJMHG_00877,hypothetical protein,OTHER
225937.3,MLBPJMHG_00878,Ribonuclease Z,OTHER
225937.3,MLBPJMHG_00879,Carnitinyl-CoA dehydratase,OTHER
225937.3,MLBPJMHG_00880,hypothetical protein,OTHER
225937.3,MLBPJMHG_00881,hypothetical protein,OTHER
225937.3,MLBPJMHG_00882,Gamma-glutamylcyclotransferase family protein YtfP,OTHER
225937.3,MLBPJMHG_00883,putative HTH-type transcriptional regulator,OTHER
225937.3,MLBPJMHG_00884,Arginine exporter protein ArgO,OTHER
225937.3,MLBPJMHG_00885,hypothetical protein,OTHER
225937.3,MLBPJMHG_00886,Murein DD-endopeptidase MepS_Murein LD-carboxypeptidase,OTHER
225937.3,MLBPJMHG_00887,Putative NAD_P_H nitroreductase,OTHER
225937.3,MLBPJMHG_00888,hypothetical protein,OTHER
225937.3,MLBPJMHG_00889,Protein_nucleic acid deglycase 2,OTHER
225937.3,MLBPJMHG_00890,SOS response-associated protein YedK,OTHER
225937.3,MLBPJMHG_00891,Peptidyl-tRNA hydrolase ArfB,OTHER
225937.3,MLBPJMHG_00892,Acetyl esterase,OTHER
225937.3,MLBPJMHG_00893,hypothetical protein,OTHER
225937.3,MLBPJMHG_00894,putative oxidoreductase,OTHER
225937.3,MLBPJMHG_00895,Dihydroanticapsin 7-dehydrogenase,OTHER
225937.3,MLBPJMHG_00896,"RNA 2_,3_-cyclic phosphodiesterase",OTHER
225937.3,MLBPJMHG_00897,hypothetical protein,OTHER
225937.3,MLBPJMHG_00898,hypothetical protein,OTHER
225937.3,MLBPJMHG_00899,hypothetical protein,LIPO
225937.3,MLBPJMHG_00900,hypothetical protein,SP
225937.3,MLBPJMHG_00901,hypothetical protein,OTHER
225937.3,MLBPJMHG_00902,hypothetical protein,OTHER
225937.3,MLBPJMHG_00903,Zinc-binding GTPase YeiR,OTHER
225937.3,MLBPJMHG_00904,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",OTHER
225937.3,MLBPJMHG_00905,hypothetical protein,LIPO
225937.3,MLBPJMHG_00906,hypothetical protein,SP
225937.3,MLBPJMHG_00907,hypothetical protein,OTHER
225937.3,MLBPJMHG_00908,hypothetical protein,OTHER
225937.3,MLBPJMHG_00909,Serine_threonine-protein kinase PknD,OTHER
225937.3,MLBPJMHG_00910,Protein phosphatase PrpC,OTHER
225937.3,MLBPJMHG_00911,hypothetical protein,OTHER
225937.3,MLBPJMHG_00912,hypothetical protein,OTHER
225937.3,MLBPJMHG_00913,putative transcriptional regulatory protein,OTHER
225937.3,MLBPJMHG_00914,hypothetical protein,SP
225937.3,MLBPJMHG_00915,hypothetical protein,SP
225937.3,MLBPJMHG_00916,hypothetical protein,OTHER
225937.3,MLBPJMHG_00917,hypothetical protein,OTHER
225937.3,MLBPJMHG_00918,HTH-type transcriptional activator RhaR,OTHER
225937.3,MLBPJMHG_00919,Methylmalonate-semialdehyde dehydrogenase _acylating_,OTHER
225937.3,MLBPJMHG_00920,Acyl-CoA dehydrogenase,OTHER
225937.3,MLBPJMHG_00921,Short-chain-enoyl-CoA hydratase,OTHER
225937.3,MLBPJMHG_00922,Fatty acid oxidation complex subunit alpha,OTHER
225937.3,MLBPJMHG_00923,3-hydroxyisobutyrate dehydrogenase,OTHER
225937.3,MLBPJMHG_00924,hypothetical protein,OTHER
225937.3,MLBPJMHG_00925,Actin cross-linking toxin VgrG1,OTHER
225937.3,MLBPJMHG_00926,hypothetical protein,OTHER
225937.3,MLBPJMHG_00927,hypothetical protein,OTHER
225937.3,MLBPJMHG_00928,Hercynine oxygenase,LIPO
225937.3,MLBPJMHG_00929,hypothetical protein,OTHER
225937.3,MLBPJMHG_00930,hypothetical protein,OTHER
225937.3,MLBPJMHG_00931,Serine_threonine-protein kinase Pkn1,LIPO
225937.3,MLBPJMHG_00932,hypothetical protein,OTHER
225937.3,MLBPJMHG_00933,AI-2 transport protein TqsA,OTHER
225937.3,MLBPJMHG_00934,Crotonyl-CoA reductase,OTHER
225937.3,MLBPJMHG_00935,Protein,OTHER
225937.3,MLBPJMHG_00936,Acetyl-coenzyme A synthetase,OTHER
225937.3,MLBPJMHG_00937,hypothetical protein,OTHER
225937.3,MLBPJMHG_00938,Putative aminoacrylate hydrolase RutD,OTHER
225937.3,MLBPJMHG_00939,Lipopolysaccharide export system ATP-binding protein LptB,OTHER
225937.3,MLBPJMHG_00940,High-affinity branched-chain amino acid transport ATP-binding protein LivF,OTHER
225937.3,MLBPJMHG_00941,hypothetical protein,SP
225937.3,MLBPJMHG_00942,High-affinity branched-chain amino acid transport system permease protein LivH,OTHER
225937.3,MLBPJMHG_00943,hypothetical protein,OTHER
225937.3,MLBPJMHG_00944,hypothetical protein,LIPO
225937.3,MLBPJMHG_00945,Efflux pump periplasmic linker BepF,LIPO
225937.3,MLBPJMHG_00946,Efflux pump membrane transporter BepE,OTHER
225937.3,MLBPJMHG_00947,"4,5-DOPA dioxygenase extradiol",OTHER
225937.3,MLBPJMHG_00948,Putative oxidoreductase MhqP,OTHER
225937.3,MLBPJMHG_00949,HTH-type transcriptional regulator DmlR,OTHER
225937.3,MLBPJMHG_00950,Inner membrane ABC transporter permease protein YdcV,OTHER
225937.3,MLBPJMHG_00951,Putrescine transport system permease protein PotH,OTHER
225937.3,MLBPJMHG_00952,Spermidine_putrescine import ATP-binding protein PotA,OTHER
225937.3,MLBPJMHG_00953,Putrescine-binding periplasmic protein SpuD,SP
225937.3,MLBPJMHG_00954,hypothetical protein,SP
225937.3,MLBPJMHG_00955,Gamma-glutamylputrescine synthetase PuuA,OTHER
225937.3,MLBPJMHG_00956,NADP_NAD-dependent aldehyde dehydrogenase PuuC,OTHER
225937.3,MLBPJMHG_00957,Gamma-glutamylputrescine oxidoreductase,OTHER
225937.3,MLBPJMHG_00958,hypothetical protein,LIPO
225937.3,MLBPJMHG_00959,hypothetical protein,OTHER
225937.3,MLBPJMHG_00960,hypothetical protein,OTHER
225937.3,MLBPJMHG_00961,hypothetical protein,SP
225937.3,MLBPJMHG_00962,hypothetical protein,OTHER
225937.3,MLBPJMHG_00963,ECF RNA polymerase sigma factor SigK,OTHER
225937.3,MLBPJMHG_00964,putative HTH-type transcriptional regulator,OTHER
225937.3,MLBPJMHG_00965,KsdD-like steroid dehydrogenase,OTHER
225937.3,MLBPJMHG_00966,Putative acetolactate synthase large subunit IlvX,OTHER
225937.3,MLBPJMHG_00967,hypothetical protein,OTHER
225937.3,MLBPJMHG_00968,Putative short-chain fatty acid transporter,OTHER
225937.3,MLBPJMHG_00969,Putative short-chain fatty acid transporter,OTHER
225937.3,MLBPJMHG_00970,hypothetical protein,OTHER
225937.3,MLBPJMHG_00971,Multidrug transporter EmrE,OTHER
225937.3,MLBPJMHG_00972,hypothetical protein,OTHER
225937.3,MLBPJMHG_00973,hypothetical protein,OTHER
225937.3,MLBPJMHG_00974,hypothetical protein,OTHER
225937.3,MLBPJMHG_00975,hypothetical protein,OTHER
225937.3,MLBPJMHG_00976,hypothetical protein,OTHER
225937.3,MLBPJMHG_00977,hypothetical protein,OTHER
225937.3,MLBPJMHG_00978,hypothetical protein,OTHER
225937.3,MLBPJMHG_00979,hypothetical protein,OTHER
225937.3,MLBPJMHG_00980,hypothetical protein,LIPO
225937.3,MLBPJMHG_00981,hypothetical protein,OTHER
225937.3,MLBPJMHG_00982,hypothetical protein,SP
225937.3,MLBPJMHG_00983,hypothetical protein,OTHER
225937.3,MLBPJMHG_00984,hypothetical protein,OTHER
225937.3,MLBPJMHG_00985,hypothetical protein,OTHER
225937.3,MLBPJMHG_00986,hypothetical protein,OTHER
225937.3,MLBPJMHG_00987,hypothetical protein,SP
225937.3,MLBPJMHG_00988,hypothetical protein,OTHER
225937.3,MLBPJMHG_00989,hypothetical protein,OTHER
225937.3,MLBPJMHG_00990,hypothetical protein,LIPO
225937.3,MLBPJMHG_00991,hypothetical protein,OTHER
225937.3,MLBPJMHG_00992,hypothetical protein,OTHER
225937.3,MLBPJMHG_00993,hypothetical protein,OTHER
225937.3,MLBPJMHG_00994,hypothetical protein,SP
225937.3,MLBPJMHG_00995,hypothetical protein,OTHER
225937.3,MLBPJMHG_00996,HTH-type transcriptional regulator CysL,OTHER
225937.3,MLBPJMHG_00997,hypothetical protein,OTHER
225937.3,MLBPJMHG_00998,putative protein,OTHER
225937.3,MLBPJMHG_00999,hypothetical protein,OTHER
225937.3,MLBPJMHG_01000,hypothetical protein,SP
225937.3,MLBPJMHG_01001,hypothetical protein,LIPO
225937.3,MLBPJMHG_01002,hypothetical protein,OTHER
225937.3,MLBPJMHG_01003,Glycine betaine-binding protein YehZ,SP
225937.3,MLBPJMHG_01004,Glycine betaine uptake system permease protein YehY,OTHER
225937.3,MLBPJMHG_01005,Glycine betaine uptake system ATP-binding protein YehX,OTHER
225937.3,MLBPJMHG_01006,Glycine betaine uptake system permease protein YehW,OTHER
225937.3,MLBPJMHG_01007,hypothetical protein,OTHER
225937.3,MLBPJMHG_01008,hypothetical protein,OTHER
225937.3,MLBPJMHG_01009,hypothetical protein,LIPO
225937.3,MLBPJMHG_01010,"3-__3aS,4S,7aS_-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl_propanoyl_CoA ligase",OTHER
225937.3,MLBPJMHG_01011,hypothetical protein,OTHER
225937.3,MLBPJMHG_01012,3-hydroxy-3-isohexenylglutaryl-CoA_hydroxy-methylglutaryl-CoA lyase,OTHER
225937.3,MLBPJMHG_01013,Acetyl-_propionyl-coenzyme A carboxylase alpha chain,OTHER
225937.3,MLBPJMHG_01014,"2,3-dehydroadipyl-CoA hydratase",OTHER
225937.3,MLBPJMHG_01015,Methylmalonyl-CoA carboxyltransferase 12S subunit,OTHER
225937.3,MLBPJMHG_01016,Acyl-CoA dehydrogenase,OTHER
225937.3,MLBPJMHG_01017,hypothetical protein,OTHER
225937.3,MLBPJMHG_01018,putative oxidoreductase,OTHER
225937.3,MLBPJMHG_01019,Acyl-CoA dehydrogenase,OTHER
225937.3,MLBPJMHG_01020,Acetyl-CoA acetyltransferase,OTHER
225937.3,MLBPJMHG_01021,hypothetical protein,OTHER
225937.3,MLBPJMHG_01022,Anaerobic nitric oxide reductase transcription regulator NorR,OTHER
225937.3,MLBPJMHG_01023,hypothetical protein,OTHER
225937.3,MLBPJMHG_01024,Bicarbonate transport system permease protein CmpB,OTHER
225937.3,MLBPJMHG_01025,Bicarbonate transport ATP-binding protein CmpD,OTHER
225937.3,MLBPJMHG_01026,Cyanate hydratase,OTHER
225937.3,MLBPJMHG_01027,hypothetical protein,OTHER
225937.3,MLBPJMHG_01028,Acetolactate synthase isozyme 2 large subunit,OTHER
225937.3,MLBPJMHG_01029,hypothetical protein,OTHER
225937.3,MLBPJMHG_01030,Multidrug resistance protein MdtC,OTHER
225937.3,MLBPJMHG_01031,Methyl-accepting chemotaxis protein CtpH,OTHER
225937.3,MLBPJMHG_01032,tRNA pseudouridine synthase C,OTHER
225937.3,MLBPJMHG_01033,hypothetical protein,OTHER
225937.3,MLBPJMHG_01034,Putative amidase AmiC,OTHER
225937.3,MLBPJMHG_01035,hypothetical protein,OTHER
225937.3,MLBPJMHG_01036,Co-chaperone protein DjlA,OTHER
225937.3,MLBPJMHG_01037,hypothetical protein,OTHER
225937.3,MLBPJMHG_01038,Alpha-ketoglutarate-dependent dioxygenase AlkB,OTHER
225937.3,MLBPJMHG_01039,hypothetical protein,OTHER
225937.3,MLBPJMHG_01040,Bicarbonate transporter BicA,OTHER
225937.3,MLBPJMHG_01041,hypothetical protein,OTHER
225937.3,MLBPJMHG_01042,hypothetical protein,OTHER
225937.3,MLBPJMHG_01043,putative protein,OTHER
225937.3,MLBPJMHG_01044,NADP-dependent alcohol dehydrogenase C 2,OTHER
225937.3,MLBPJMHG_01045,putative isomerase YddE,OTHER
225937.3,MLBPJMHG_01046,HTH-type transcriptional regulator NorG,OTHER
225937.3,MLBPJMHG_01047,Transcriptional regulatory protein TdiR,OTHER
225937.3,MLBPJMHG_01048,Adaptive-response sensory-kinase SasA,OTHER
225937.3,MLBPJMHG_01049,Long-chain-fatty-acid--CoA ligase,OTHER
225937.3,MLBPJMHG_01050,hypothetical protein,OTHER
225937.3,MLBPJMHG_01051,hypothetical protein,OTHER
225937.3,MLBPJMHG_01052,hypothetical protein,OTHER
225937.3,MLBPJMHG_01053,hypothetical protein,OTHER
225937.3,MLBPJMHG_01054,Homoserine_homoserine lactone efflux protein,OTHER
225937.3,MLBPJMHG_01055,Ferredoxin 1,OTHER
225937.3,MLBPJMHG_01056,DNA mismatch repair protein MutS,OTHER
225937.3,MLBPJMHG_01057,Nicotinamide-nucleotide amidohydrolase PncC,OTHER
225937.3,MLBPJMHG_01058,Protein RecA,OTHER
225937.3,MLBPJMHG_01059,hypothetical protein,OTHER
225937.3,MLBPJMHG_01060,hypothetical protein,OTHER
225937.3,MLBPJMHG_01061,hypothetical protein,OTHER
225937.3,MLBPJMHG_01062,hypothetical protein,OTHER
225937.3,MLBPJMHG_01063,Lon protease,OTHER
225937.3,MLBPJMHG_01064,Response regulator protein TmoT,OTHER
225937.3,MLBPJMHG_01065,Sensor histidine kinase TmoS,OTHER
225937.3,MLBPJMHG_01066,hypothetical protein,OTHER
225937.3,MLBPJMHG_01067,hypothetical protein,OTHER
225937.3,MLBPJMHG_01068,hypothetical protein,OTHER
225937.3,MLBPJMHG_01070,hypothetical protein,OTHER
225937.3,MLBPJMHG_01071,putative HTH-type transcriptional regulator,OTHER
225937.3,MLBPJMHG_01072,"2,4-dienoyl-CoA reductase",OTHER
225937.3,MLBPJMHG_01073,hypothetical protein,OTHER
225937.3,MLBPJMHG_01074,NAD kinase,OTHER
225937.3,MLBPJMHG_01075,"Bis_5_-nucleosyl_-tetraphosphatase, symmetrical",OTHER
225937.3,MLBPJMHG_01076,Rhomboid protease GlpG,OTHER
225937.3,MLBPJMHG_01077,hypothetical protein,OTHER
225937.3,MLBPJMHG_01078,hypothetical protein,OTHER
225937.3,MLBPJMHG_01079,Aminopeptidase N,OTHER
225937.3,MLBPJMHG_01080,putative protein,SP
225937.3,MLBPJMHG_01081,Ycf48-like protein,SP
225937.3,MLBPJMHG_01082,hypothetical protein,OTHER
225937.3,MLBPJMHG_01083,hypothetical protein,SP
225937.3,MLBPJMHG_01084,hypothetical protein,OTHER
225937.3,MLBPJMHG_01085,Threonine--tRNA ligase,OTHER
225937.3,MLBPJMHG_01086,Translation initiation factor IF-3,OTHER
225937.3,MLBPJMHG_01087,50S ribosomal protein L35,OTHER
225937.3,MLBPJMHG_01088,50S ribosomal protein L20,OTHER
225937.3,MLBPJMHG_01089,Phenylalanine--tRNA ligase alpha subunit,OTHER
225937.3,MLBPJMHG_01090,Phenylalanine--tRNA ligase beta subunit,OTHER
225937.3,MLBPJMHG_01091,Integration host factor subunit alpha,OTHER
225937.3,MLBPJMHG_01092,hypothetical protein,OTHER
225937.3,MLBPJMHG_01093,hypothetical protein,OTHER
225937.3,MLBPJMHG_01094,hypothetical protein,OTHER
225937.3,MLBPJMHG_01095,Tyrosine recombinase XerD,OTHER
225937.3,MLBPJMHG_01096,hypothetical protein,OTHER
225937.3,MLBPJMHG_01097,hypothetical protein,OTHER
225937.3,MLBPJMHG_01098,hypothetical protein,OTHER
225937.3,MLBPJMHG_01099,hypothetical protein,OTHER
225937.3,MLBPJMHG_01100,hypothetical protein,OTHER
225937.3,MLBPJMHG_01101,hypothetical protein,OTHER
225937.3,MLBPJMHG_01102,hypothetical protein,OTHER
225937.3,MLBPJMHG_01103,hypothetical protein,OTHER
225937.3,MLBPJMHG_01104,hypothetical protein,OTHER
225937.3,MLBPJMHG_01105,hypothetical protein,OTHER
225937.3,MLBPJMHG_01106,IS3 family transposase ISShfr8,OTHER
225937.3,MLBPJMHG_01107,IS3 family transposase ISXac2,OTHER
225937.3,MLBPJMHG_01108,hypothetical protein,OTHER
225937.3,MLBPJMHG_01109,Inner membrane protein YdcO,OTHER
225937.3,MLBPJMHG_01110,hypothetical protein,SP
225937.3,MLBPJMHG_01111,High-affinity branched-chain amino acid transport ATP-binding protein LivF,OTHER
225937.3,MLBPJMHG_01112,Lipopolysaccharide export system ATP-binding protein LptB,OTHER
225937.3,MLBPJMHG_01113,hypothetical protein,OTHER
